Code;end date;Group/Investment;ISIN;Perf Y1;Perf Y3;Perf Y5;Vol Y1;Vol Y3;Vol Y5
XIUSA04CX8;31/12/2018;ICE BofA US 3M Trsy Bill TR USD;;1.91%;1.03%;0.63%;0.11%;0.10%;0.09%
XIUSA04EPI;31/12/2018;ICE BofA US High Yield TR USD;;-2.32%;7.29%;3.82%;3.69%;4.51%;4.47%
FOUSA07WOV;31/12/2018;MSCI Europe NR EUR;;-10.48%;0.33%;3.18%;15.51%;17.00%;18.37%
FOUSA09G33;31/12/2018;MSCI US Small Cap Growth NR USD;;-10.10%;7.60%;4.72%;23.89%;20.01%;20.06%
XIUSA04FKR;31/12/2018;MSCI USA Value NR USD;;-8.31%;6.91%;5.71%;18.08%;14.47%;14.92%
XIUSA04G92;31/12/2018;S&P 500 TR USD;;-5.06%;9.30%;8.50%;20.52%;15.64%;15.93%
FOUSA06GBU;31/12/2018;TOPIX TR JPY;;-15.97%;1.00%;4.95%;21.50%;23.40%;23.41%
F0GBR05TBZ;24/12/2018;iMGP European Corporate Bds C EUR;LU0167813129;-5.05%;0.65%;1.48%;2.00%;2.96%;3.07%
F000002OH8;24/12/2018;iMGP Euro Fixed Income I EUR;LU0335770102;-1.83%;1.25%;2.63%;2.12%;2.69%;3.16%
F00000JPT5;24/12/2018;iMGP Italian Opportunities I EUR;LU0536296873;-20.09%;-3.98%;1.74%;20.03%;22.14%;23.58%
F00000NCCS;24/12/2018;iMGP US High Yield I USD;LU0688633840;-3.71%;6.64%;3.03%;3.63%;4.71%;4.81%
F00000OU30;24/12/2018;iMGP US Value R USD;LU0821216842;-6.80%;3.78%;2.88%;12.06%;11.52%;12.14%
F00000Q0N6;24/12/2018;iMGP Sustainable Europe I EUR;LU0933606302;-19.25%;-3.05%;1.14%;15.19%;18.60%;19.56%
F00000Q0P3;24/12/2018;iMGP Japan Opportunities I JPY;LU0933609314;-18.03%;0.68%;;18.49%;21.58%;22.64%
F00000Q0P4;24/12/2018;iMGP US Small&Mid Company Gr I USD;LU0933609405;-13.34%;7.72%;5.82%;18.82%;15.91%;16.41%
F00000Q0NX;24/12/2018;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-6.12%;-0.42%;;3.05%;2.55%;2.79%
F00000QHZ0;24/12/2018;iMGP US Core Plus I M USD;LU0970691233;-0.42%;2.48%;1.94%;1.73%;2.69%;2.92%
F00000UQH8;24/12/2018;iMGP Absolute Return GBP I M GBP;LU1130232017;-4.23%;1.14%;1.85%;2.70%;2.52%;2.81%
F00000XJ7Z;24/12/2018;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-7.81%;;;4.49%;3.71%;3.71%
F00000ZSS8;24/12/2018;iMGP Stable Return I USD;LU1726319590;-0.82%;;;3.93%;3.92%;3.92%
XIUSA00108;24/12/2018;Bloomberg Euro Agg Bond TR EUR;;0.07%;1.48%;3.21%;2.47%;3.06%;3.31%
XIUSA000MH;24/12/2018;Bloomberg US Interm Credit TR USD;;-0.21%;2.28%;2.43%;2.23%;2.51%;2.73%
EUCA000564;24/12/2018;EAA Fund EUR Cautious Allocation - Global;;-5.27%;-0.43%;1.00%;2.26%;2.14%;2.42%
EUCA000690;24/12/2018;EAA Fund EUR Corporate Bond;;-2.33%;1.39%;2.06%;1.34%;1.66%;1.72%
EUCA000587;24/12/2018;EAA Fund EUR Diversified Bond;;-1.75%;0.44%;1.86%;1.15%;1.45%;1.71%
EUCA000922;24/12/2018;EAA Fund EUR Subordinated Bond;;-5.55%;2.54%;3.01%;2.65%;3.30%;2.92%
EUCA000511;24/12/2018;EAA Fund Europe Large-Cap Blend Equity;;-13.42%;-1.47%;2.53%;11.27%;13.11%;14.34%
EUCA000621;24/12/2018;EAA Fund GBP Allocation 0-20% Equity;;-2.67%;3.06%;3.02%;2.17%;2.52%;2.55%
EUCA000640;24/12/2018;EAA Fund Italy Equity;;-16.83%;-2.20%;2.86%;17.21%;20.57%;21.42%
EUCA000915;24/12/2018;EAA Fund Japan Flex-Cap Equity;;-22.48%;0.81%;5.64%;19.12%;20.27%;19.95%
EUCA000812;24/12/2018;EAA Fund Multistrategy EUR;;-5.31%;-2.03%;0.43%;2.83%;3.18%;3.80%
EUCA001010;24/12/2018;EAA Fund Multistrategy USD;;-2.96%;2.16%;2.22%;4.56%;3.70%;4.28%
EUCA000528;24/12/2018;EAA Fund US Large-Cap Value Equity;;-12.61%;4.49%;3.76%;13.89%;11.64%;11.91%
EUCA000853;24/12/2018;EAA Fund US Mid-Cap Equity;;-14.11%;3.95%;3.75%;14.66%;12.43%;12.39%
EUCA000691;24/12/2018;EAA Fund USD Corporate Bond;;-2.00%;2.55%;2.17%;2.41%;2.64%;2.62%
EUCA000746;24/12/2018;EAA Fund USD Flexible Allocation;;-8.61%;1.31%;0.04%;6.15%;5.42%;5.53%
EUCA000583;24/12/2018;EAA Fund USD High Yield Bond;;-3.17%;5.12%;1.67%;2.89%;3.60%;3.72%
FOUSA08SQ4;24/12/2018;FTSE Italia AllShare PR EUR;;-17.68%;-4.54%;0.28%;21.12%;25.02%;25.99%
FOUSA08IE9;24/12/2018;ICE BofA EUR Overnight OR TR EUR;;-0.37%;-0.35%;-0.21%;0.02%;0.02%;0.02%
FOUSA05UOK;24/12/2018;ICE BofA Euro Corporate TR EUR;;-1.26%;1.99%;2.69%;1.94%;2.19%;2.29%
FOUSA08BV1;24/12/2018;ICE BofA Euro Subod Fin TR EUR;;-3.20%;3.26%;4.06%;3.01%;3.20%;3.03%
F000016NOS;24/12/2018;ICE BofA SONIA Overnight Bid TR GBP;;0.44%;0.28%;0.31%;0.02%;0.02%;0.02%
XIUSA04CX8;24/12/2018;ICE BofA US 3M Trsy Bill TR USD;;1.87%;1.01%;0.62%;0.11%;0.10%;0.09%
XIUSA04EPI;24/12/2018;ICE BofA US High Yield TR USD;;-2.80%;7.16%;3.76%;3.66%;4.51%;4.47%
FOUSA07WOV;24/12/2018;MSCI Europe NR EUR;;-11.43%;0.04%;3.28%;15.19%;16.95%;18.33%
FOUSA09G33;24/12/2018;MSCI US Small Cap Growth NR USD;;-11.26%;6.45%;3.35%;23.89%;20.03%;19.86%
XIUSA04FKR;24/12/2018;MSCI USA Value NR USD;;-9.64%;5.94%;4.71%;18.04%;14.49%;14.75%
XIUSA04G92;24/12/2018;S&P 500 TR USD;;-6.13%;8.38%;7.29%;20.50%;15.66%;15.70%
FOUSA06GBU;24/12/2018;TOPIX TR JPY;;-19.82%;0.28%;5.58%;20.58%;23.14%;23.12%
F0GBR05TBZ;17/12/2018;iMGP European Corporate Bds C EUR;LU0167813129;-5.15%;0.66%;1.51%;2.00%;2.96%;3.07%
F000002OH8;17/12/2018;iMGP Euro Fixed Income I EUR;LU0335770102;-1.91%;1.10%;2.61%;2.11%;2.70%;3.16%
F00000JPT5;17/12/2018;iMGP Italian Opportunities I EUR;LU0536296873;-18.20%;-3.06%;2.74%;19.89%;22.11%;23.56%
F00000NCCS;17/12/2018;iMGP US High Yield I USD;LU0688633840;-2.28%;7.34%;3.54%;3.39%;4.65%;4.76%
F00000OU30;17/12/2018;iMGP US Value R USD;LU0821216842;-4.71%;5.12%;4.02%;11.94%;11.50%;12.12%
F00000Q0N6;17/12/2018;iMGP Sustainable Europe I EUR;LU0933606302;-18.18%;-2.02%;2.11%;15.13%;18.65%;19.56%
F00000Q0P3;17/12/2018;iMGP Japan Opportunities I JPY;LU0933609314;-14.32%;2.11%;;18.06%;21.43%;22.57%
F00000Q0P4;17/12/2018;iMGP US Small&Mid Company Gr I USD;LU0933609405;-10.35%;9.69%;7.35%;18.62%;15.85%;16.37%
F00000Q0NX;17/12/2018;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-5.71%;-0.26%;;3.02%;2.53%;2.79%
F00000QHZ0;17/12/2018;iMGP US Core Plus I M USD;LU0970691233;-0.49%;2.43%;1.84%;1.73%;2.68%;2.92%
F00000UQH8;17/12/2018;iMGP Absolute Return GBP I M GBP;LU1130232017;-3.72%;1.31%;2.07%;2.67%;2.50%;2.81%
F00000XJ7Z;17/12/2018;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-7.80%;;;4.48%;3.72%;3.72%
F00000ZSS8;17/12/2018;iMGP Stable Return I USD;LU1726319590;-0.69%;;;3.92%;3.91%;3.92%
XIUSA00108;17/12/2018;Bloomberg Euro Agg Bond TR EUR;;-0.16%;1.30%;3.11%;2.48%;3.07%;3.31%
XIUSA000MH;17/12/2018;Bloomberg US Interm Credit TR USD;;0.09%;2.34%;2.30%;2.20%;2.51%;2.73%
EUCA000564;17/12/2018;EAA Fund EUR Cautious Allocation - Global;;-4.87%;-0.28%;1.27%;2.24%;2.13%;2.41%
EUCA000690;17/12/2018;EAA Fund EUR Corporate Bond;;-2.48%;1.34%;2.09%;1.35%;1.66%;1.72%
EUCA000587;17/12/2018;EAA Fund EUR Diversified Bond;;-1.91%;0.35%;1.83%;1.16%;1.46%;1.71%
EUCA000922;17/12/2018;EAA Fund EUR Subordinated Bond;;-5.36%;2.61%;3.10%;2.65%;3.30%;2.92%
EUCA000511;17/12/2018;EAA Fund Europe Large-Cap Blend Equity;;-12.05%;-0.55%;3.74%;11.22%;13.16%;14.35%
EUCA000621;17/12/2018;EAA Fund GBP Allocation 0-20% Equity;;-2.42%;3.29%;3.26%;2.16%;2.51%;2.54%
EUCA000640;17/12/2018;EAA Fund Italy Equity;;-15.35%;-1.37%;3.80%;17.14%;20.56%;21.42%
EUCA000915;17/12/2018;EAA Fund Japan Flex-Cap Equity;;-17.01%;2.49%;7.71%;18.66%;20.11%;19.84%
EUCA000812;17/12/2018;EAA Fund Multistrategy EUR;;-5.00%;-1.94%;0.79%;2.83%;3.20%;3.80%
EUCA001010;17/12/2018;EAA Fund Multistrategy USD;;-2.33%;2.45%;2.43%;4.52%;3.68%;4.27%
EUCA000528;17/12/2018;EAA Fund US Large-Cap Value Equity;;-8.50%;6.91%;5.58%;13.55%;11.54%;11.83%
EUCA000853;17/12/2018;EAA Fund US Mid-Cap Equity;;-9.81%;6.36%;5.57%;14.29%;12.31%;12.30%
EUCA000691;17/12/2018;EAA Fund USD Corporate Bond;;-1.58%;2.69%;2.17%;2.38%;2.64%;2.62%
EUCA000746;17/12/2018;EAA Fund USD Flexible Allocation;;-7.04%;2.12%;0.68%;6.07%;5.39%;5.51%
EUCA000583;17/12/2018;EAA Fund USD High Yield Bond;;-1.69%;5.77%;2.13%;2.64%;3.54%;3.67%
FOUSA08SQ4;17/12/2018;FTSE Italia AllShare PR EUR;;-15.70%;-3.40%;1.38%;21.02%;25.00%;25.98%
FOUSA08IE9;17/12/2018;ICE BofA EUR Overnight OR TR EUR;;-0.37%;-0.35%;-0.21%;0.02%;0.02%;0.02%
FOUSA05UOK;17/12/2018;ICE BofA Euro Corporate TR EUR;;-1.46%;1.91%;2.68%;1.95%;2.20%;2.29%
FOUSA08BV1;17/12/2018;ICE BofA Euro Subod Fin TR EUR;;-3.25%;3.27%;4.12%;3.01%;3.20%;3.03%
F000016NOS;17/12/2018;ICE BofA SONIA Overnight Bid TR GBP;;0.44%;0.28%;0.31%;0.02%;0.02%;0.02%
XIUSA04CX8;17/12/2018;ICE BofA US 3M Trsy Bill TR USD;;1.86%;1.00%;0.61%;0.11%;0.10%;0.09%
XIUSA04EPI;17/12/2018;ICE BofA US High Yield TR USD;;-0.83%;8.07%;4.30%;3.36%;4.43%;4.41%
FOUSA07WOV;17/12/2018;MSCI Europe NR EUR;;-9.99%;1.19%;4.63%;15.13%;17.04%;18.34%
FOUSA09G33;17/12/2018;MSCI US Small Cap Growth NR USD;;-9.27%;8.04%;5.92%;22.52%;19.53%;19.76%
XIUSA04FKR;17/12/2018;MSCI USA Value NR USD;;-7.91%;7.64%;6.89%;16.81%;14.07%;14.65%
XIUSA04G92;17/12/2018;S&P 500 TR USD;;-4.66%;9.95%;9.65%;19.07%;15.09%;15.57%
FOUSA06GBU;17/12/2018;TOPIX TR JPY;;-12.41%;2.59%;7.48%;19.28%;22.77%;23.05%
F0GBR05TBZ;10/12/2018;iMGP European Corporate Bds C EUR;LU0167813129;-5.69%;0.46%;1.50%;1.97%;2.99%;3.07%
F000002OH8;10/12/2018;iMGP Euro Fixed Income I EUR;LU0335770102;-2.49%;0.84%;2.59%;2.11%;2.75%;3.16%
F00000JPT5;10/12/2018;iMGP Italian Opportunities I EUR;LU0536296873;-19.30%;-2.40%;2.51%;19.78%;22.24%;23.57%
F00000NCCS;10/12/2018;iMGP US High Yield I USD;LU0688633840;-1.12%;7.33%;3.50%;3.30%;4.76%;4.75%
F00000OU30;10/12/2018;iMGP US Value R USD;LU0821216842;-1.57%;6.35%;4.20%;11.75%;11.50%;12.09%
F00000Q0N6;10/12/2018;iMGP Sustainable Europe I EUR;LU0933606302;-15.86%;-0.94%;2.01%;15.01%;18.73%;19.55%
F00000Q0P3;10/12/2018;iMGP Japan Opportunities I JPY;LU0933609314;-12.34%;3.11%;;17.87%;21.48%;22.55%
F00000Q0P4;10/12/2018;iMGP US Small&Mid Company Gr I USD;LU0933609405;-4.50%;11.57%;8.03%;18.34%;15.77%;16.32%
F00000Q0NX;10/12/2018;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-5.42%;-0.14%;;3.00%;2.54%;2.78%
F00000QHZ0;10/12/2018;iMGP US Core Plus I M USD;LU0970691233;-1.16%;2.10%;1.83%;1.74%;2.72%;2.93%
F00000UQH8;10/12/2018;iMGP Absolute Return GBP I M GBP;LU1130232017;-3.36%;1.44%;2.12%;2.65%;2.51%;2.81%
F00000XJ7Z;10/12/2018;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-8.15%;;;4.45%;3.72%;3.73%
F00000ZSS8;10/12/2018;iMGP Stable Return I USD;LU1726319590;;;;3.92%;3.92%;3.91%
XIUSA00108;10/12/2018;Bloomberg Euro Agg Bond TR EUR;;-0.82%;1.17%;3.10%;2.52%;3.10%;3.31%
XIUSA000MH;10/12/2018;Bloomberg US Interm Credit TR USD;;-0.61%;1.97%;2.25%;2.21%;2.53%;2.73%
EUCA000564;10/12/2018;EAA Fund EUR Cautious Allocation - Global;;-4.39%;-0.10%;1.22%;2.21%;2.14%;2.41%
EUCA000690;10/12/2018;EAA Fund EUR Corporate Bond;;-2.95%;1.18%;2.04%;1.34%;1.67%;1.71%
EUCA000587;10/12/2018;EAA Fund EUR Diversified Bond;;-2.29%;0.24%;1.81%;1.17%;1.47%;1.71%
EUCA000922;10/12/2018;EAA Fund EUR Subordinated Bond;;-5.77%;2.42%;3.00%;2.62%;3.30%;2.91%
EUCA000511;10/12/2018;EAA Fund Europe Large-Cap Blend Equity;;-9.80%;0.73%;3.41%;11.18%;13.24%;14.33%
EUCA000621;10/12/2018;EAA Fund GBP Allocation 0-20% Equity;;-1.73%;3.46%;3.26%;2.16%;2.53%;2.54%
EUCA000640;10/12/2018;EAA Fund Italy Equity;;-16.05%;-0.82%;3.48%;17.11%;20.69%;21.43%
EUCA000915;10/12/2018;EAA Fund Japan Flex-Cap Equity;;-13.09%;3.74%;7.47%;18.43%;20.14%;19.79%
EUCA000812;10/12/2018;EAA Fund Multistrategy EUR;;-4.39%;-1.57%;0.67%;2.81%;3.22%;3.80%
EUCA001010;10/12/2018;EAA Fund Multistrategy USD;;-1.40%;2.76%;2.28%;4.46%;3.67%;4.26%
EUCA000528;10/12/2018;EAA Fund US Large-Cap Value Equity;;-3.29%;8.44%;5.90%;13.30%;11.53%;11.79%
EUCA000853;10/12/2018;EAA Fund US Mid-Cap Equity;;-3.44%;8.12%;6.27%;13.97%;12.23%;12.23%
EUCA000691;10/12/2018;EAA Fund USD Corporate Bond;;-2.25%;2.25%;2.10%;2.40%;2.66%;2.62%
EUCA000746;10/12/2018;EAA Fund USD Flexible Allocation;;-5.17%;2.56%;0.66%;6.03%;5.39%;5.50%
EUCA000583;10/12/2018;EAA Fund USD High Yield Bond;;-0.79%;5.76%;2.10%;2.57%;3.63%;3.67%
FOUSA08SQ4;10/12/2018;FTSE Italia AllShare PR EUR;;-17.14%;-2.97%;0.78%;21.01%;25.15%;25.99%
FOUSA08IE9;10/12/2018;ICE BofA EUR Overnight OR TR EUR;;-0.37%;-0.35%;-0.21%;0.02%;0.02%;0.02%
FOUSA05UOK;10/12/2018;ICE BofA Euro Corporate TR EUR;;-2.05%;1.76%;2.63%;1.95%;2.21%;2.29%
FOUSA08BV1;10/12/2018;ICE BofA Euro Subod Fin TR EUR;;-3.80%;3.12%;4.05%;2.99%;3.21%;3.03%
F000016NOS;10/12/2018;ICE BofA SONIA Overnight Bid TR GBP;;0.43%;0.28%;0.31%;0.02%;0.02%;0.02%
XIUSA04CX8;10/12/2018;ICE BofA US 3M Trsy Bill TR USD;;1.82%;0.99%;0.60%;0.11%;0.10%;0.09%
XIUSA04EPI;10/12/2018;ICE BofA US High Yield TR USD;;0.12%;8.10%;4.28%;3.29%;4.57%;4.40%
FOUSA07WOV;10/12/2018;MSCI Europe NR EUR;;-7.90%;2.54%;4.14%;15.11%;17.20%;18.32%
FOUSA09G33;10/12/2018;MSCI US Small Cap Growth NR USD;;-0.41%;10.57%;6.88%;22.18%;19.43%;19.69%
XIUSA04FKR;10/12/2018;MSCI USA Value NR USD;;-2.77%;9.49%;7.29%;16.54%;14.09%;14.61%
XIUSA04G92;10/12/2018;S&P 500 TR USD;;1.46%;11.89%;10.16%;18.73%;15.07%;15.51%
FOUSA06GBU;10/12/2018;TOPIX TR JPY;;-9.56%;3.41%;7.01%;19.12%;22.87%;23.02%
F0GBR05TBZ;03/12/2018;iMGP European Corporate Bds C EUR;LU0167813129;-5.53%;0.14%;1.50%;1.96%;3.02%;3.07%
F000002OH8;03/12/2018;iMGP Euro Fixed Income I EUR;LU0335770102;-2.44%;0.94%;2.54%;2.11%;2.77%;3.17%
F00000JPT5;03/12/2018;iMGP Italian Opportunities I EUR;LU0536296873;-16.66%;-3.00%;3.67%;19.29%;22.14%;23.50%
F00000NCCS;03/12/2018;iMGP US High Yield I USD;LU0688633840;-0.45%;6.56%;3.81%;3.09%;4.83%;4.73%
F00000OU30;03/12/2018;iMGP US Value R USD;LU0821216842;0.03%;5.72%;5.18%;11.60%;11.51%;12.06%
F00000Q0N6;03/12/2018;iMGP Sustainable Europe I EUR;LU0933606302;-13.24%;-1.88%;3.40%;14.23%;18.66%;19.44%
F00000Q0P3;03/12/2018;iMGP Japan Opportunities I JPY;LU0933609314;-9.53%;3.41%;;17.49%;21.38%;22.49%
F00000Q0P4;03/12/2018;iMGP US Small&Mid Company Gr I USD;LU0933609405;-2.16%;10.79%;9.21%;18.21%;15.76%;16.20%
F00000Q0NX;03/12/2018;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-4.91%;-0.12%;;2.96%;2.54%;2.77%
F00000QHZ0;03/12/2018;iMGP US Core Plus I M USD;LU0970691233;-1.43%;2.11%;;1.74%;2.73%;2.93%
F00000UQH8;03/12/2018;iMGP Absolute Return GBP I M GBP;LU1130232017;-2.94%;1.43%;2.26%;2.65%;2.53%;2.80%
F00000XJ7Z;03/12/2018;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-8.13%;;;4.44%;3.73%;3.73%
F00000ZSS8;03/12/2018;iMGP Stable Return I USD;LU1726319590;;;;3.91%;3.91%;3.92%
XIUSA00108;03/12/2018;Bloomberg Euro Agg Bond TR EUR;;-0.94%;1.37%;3.01%;2.52%;3.12%;3.32%
XIUSA000MH;03/12/2018;Bloomberg US Interm Credit TR USD;;-0.79%;2.00%;2.20%;2.21%;2.54%;2.73%
EUCA000564;03/12/2018;EAA Fund EUR Cautious Allocation - Global;;-3.56%;-0.17%;1.38%;2.13%;2.13%;2.39%
EUCA000690;03/12/2018;EAA Fund EUR Corporate Bond;;-2.83%;1.23%;2.04%;1.34%;1.68%;1.72%
EUCA000587;03/12/2018;EAA Fund EUR Diversified Bond;;-2.20%;0.32%;1.78%;1.17%;1.48%;1.71%
EUCA000922;03/12/2018;EAA Fund EUR Subordinated Bond;;-5.64%;2.25%;3.15%;2.60%;3.30%;2.91%
EUCA000511;03/12/2018;EAA Fund Europe Large-Cap Blend Equity;;-7.31%;0.02%;4.37%;10.54%;13.15%;14.25%
EUCA000621;03/12/2018;EAA Fund GBP Allocation 0-20% Equity;;-1.38%;3.22%;3.30%;2.16%;2.54%;2.54%
EUCA000640;03/12/2018;EAA Fund Italy Equity;;-13.38%;-1.43%;4.46%;16.61%;20.59%;21.36%
EUCA000915;03/12/2018;EAA Fund Japan Flex-Cap Equity;;-9.30%;3.97%;8.99%;18.03%;19.99%;19.70%
EUCA000812;03/12/2018;EAA Fund Multistrategy EUR;;-3.46%;-1.76%;0.81%;2.73%;3.22%;3.79%
EUCA001010;03/12/2018;EAA Fund Multistrategy USD;;-0.78%;2.77%;2.52%;4.35%;3.64%;4.24%
EUCA000528;03/12/2018;EAA Fund US Large-Cap Value Equity;;-0.01%;8.20%;7.21%;13.16%;11.53%;11.69%
EUCA000853;03/12/2018;EAA Fund US Mid-Cap Equity;;-0.68%;7.92%;7.83%;13.76%;12.19%;12.09%
EUCA000691;03/12/2018;EAA Fund USD Corporate Bond;;-2.55%;2.22%;2.07%;2.40%;2.66%;2.62%
EUCA000746;03/12/2018;EAA Fund USD Flexible Allocation;;-3.92%;2.28%;1.16%;5.94%;5.38%;5.47%
EUCA000583;03/12/2018;EAA Fund USD High Yield Bond;;-0.53%;5.14%;2.30%;2.49%;3.68%;3.66%
FOUSA08SQ4;03/12/2018;FTSE Italia AllShare PR EUR;;-14.36%;-3.75%;1.90%;20.45%;25.04%;25.93%
FOUSA08IE9;03/12/2018;ICE BofA EUR Overnight OR TR EUR;;-0.37%;-0.35%;-0.20%;0.02%;0.02%;0.02%
FOUSA05UOK;03/12/2018;ICE BofA Euro Corporate TR EUR;;-1.95%;1.88%;2.60%;1.95%;2.22%;2.29%
FOUSA08BV1;03/12/2018;ICE BofA Euro Subod Fin TR EUR;;-3.78%;3.05%;4.04%;2.99%;3.22%;3.03%
F000016NOS;03/12/2018;ICE BofA SONIA Overnight Bid TR GBP;;0.43%;0.28%;0.31%;0.02%;0.02%;0.02%
XIUSA04CX8;03/12/2018;ICE BofA US 3M Trsy Bill TR USD;;1.80%;0.97%;0.59%;0.11%;0.10%;0.08%
XIUSA04EPI;03/12/2018;ICE BofA US High Yield TR USD;;0.38%;7.32%;4.49%;3.16%;4.64%;4.39%
FOUSA07WOV;03/12/2018;MSCI Europe NR EUR;;-5.50%;1.52%;5.18%;13.80%;17.06%;18.21%
FOUSA09G33;03/12/2018;MSCI US Small Cap Growth NR USD;;1.63%;9.53%;8.39%;21.97%;19.45%;19.52%
XIUSA04FKR;03/12/2018;MSCI USA Value NR USD;;0.69%;8.92%;8.55%;16.41%;14.12%;14.52%
XIUSA04G92;03/12/2018;S&P 500 TR USD;;4.67%;11.13%;11.50%;18.53%;15.06%;15.36%
FOUSA06GBU;03/12/2018;TOPIX TR JPY;;-6.43%;3.59%;8.21%;18.84%;22.78%;22.97%
F0GBR05TBZ;26/11/2018;iMGP European Corporate Bds C EUR;LU0167813129;-5.19%;0.16%;1.56%;1.97%;3.02%;3.07%
F000002OH8;26/11/2018;iMGP Euro Fixed Income I EUR;LU0335770102;-2.33%;0.60%;2.54%;2.14%;2.84%;3.17%
F00000JPT5;26/11/2018;iMGP Italian Opportunities I EUR;LU0536296873;-16.87%;-3.73%;2.94%;19.14%;22.14%;23.51%
F00000NCCS;26/11/2018;iMGP US High Yield I USD;LU0688633840;-0.58%;6.40%;3.72%;3.05%;4.84%;4.72%
F00000OU30;26/11/2018;iMGP US Value R USD;LU0821216842;0.16%;5.44%;4.50%;11.42%;11.49%;12.04%
F00000Q0N6;26/11/2018;iMGP Sustainable Europe I EUR;LU0933606302;-11.24%;-2.23%;2.99%;14.05%;18.70%;19.46%
F00000Q0P3;26/11/2018;iMGP Japan Opportunities I JPY;LU0933609314;-6.47%;3.51%;;17.25%;21.33%;22.52%
F00000Q0P4;26/11/2018;iMGP US Small&Mid Company Gr I USD;LU0933609405;-2.19%;11.26%;8.40%;17.90%;15.72%;16.16%
F00000Q0NX;26/11/2018;iMGP Mlt-Asst Abs Ret EUR I EUR;LU0933611138;-4.91%;-0.30%;;2.90%;2.57%;2.77%
F00000QHZ0;26/11/2018;iMGP US Core Plus I M USD;LU0970691233;-1.89%;1.76%;;1.74%;2.76%;2.93%
F00000UQH8;26/11/2018;iMGP Absolute Return GBP I M GBP;LU1130232017;-3.10%;1.30%;2.07%;2.59%;2.56%;2.80%
F00000XJ7Z;26/11/2018;iMGP Eurp Subordinated Bds I EUR;LU1457568043;-7.39%;;;4.42%;3.73%;3.72%
F00000ZSS8;26/11/2018;iMGP Stable Return I USD;LU1726319590;;;;3.94%;3.94%;3.95%
XIUSA00108;26/11/2018;Bloomberg Euro Agg Bond TR EUR;;-1.14%;0.81%;2.93%;2.56%;3.20%;3.32%
XIUSA000MH;26/11/2018;Bloomberg US Interm Credit TR USD;;-1.04%;1.89%;2.14%;2.22%;2.57%;2.73%
EUCA000564;26/11/2018;EAA Fund EUR Cautious Allocation - Global;;-3.60%;-0.47%;1.25%;2.09%;2.16%;2.39%
EUCA000690;26/11/2018;EAA Fund EUR Corporate Bond;;-2.61%;1.05%;2.07%;1.36%;1.72%;1.72%
EUCA000587;26/11/2018;EAA Fund EUR Diversified Bond;;-2.24%;-0.02%;1.75%;1.20%;1.53%;1.71%
EUCA000922;26/11/2018;EAA Fund EUR Subordinated Bond;;-4.82%;2.48%;3.35%;2.56%;3.29%;2.90%
EUCA000511;26/11/2018;EAA Fund Europe Large-Cap Blend Equity;;-6.62%;-0.67%;4.03%;10.44%;13.21%;14.26%
EUCA000621;26/11/2018;EAA Fund GBP Allocation 0-20% Equity;;-1.72%;3.09%;3.16%;2.16%;2.57%;2.54%
EUCA000640;26/11/2018;EAA Fund Italy Equity;;-13.66%;-2.22%;3.80%;16.50%;20.59%;21.37%
EUCA000915;26/11/2018;EAA Fund Japan Flex-Cap Equity;;-7.77%;4.03%;8.33%;17.75%;19.93%;19.67%
EUCA000812;26/11/2018;EAA Fund Multistrategy EUR;;-3.07%;-2.14%;0.78%;2.73%;3.29%;3.79%
EUCA001010;26/11/2018;EAA Fund Multistrategy USD;;-1.45%;2.51%;2.22%;4.31%;3.63%;4.24%
EUCA000528;26/11/2018;EAA Fund US Large-Cap Value Equity;;2.43%;8.42%;6.43%;12.86%;11.43%;11.66%
EUCA000853;26/11/2018;EAA Fund US Mid-Cap Equity;;0.98%;8.04%;7.06%;13.29%;12.01%;12.04%
EUCA000691;26/11/2018;EAA Fund USD Corporate Bond;;-2.88%;2.09%;2.03%;2.39%;2.66%;2.62%
EUCA000746;26/11/2018;EAA Fund USD Flexible Allocation;;-4.25%;2.15%;0.82%;5.82%;5.36%;5.46%
EUCA000583;26/11/2018;EAA Fund USD High Yield Bond;;-0.72%;5.03%;2.21%;2.44%;3.68%;3.65%
FOUSA08SQ4;26/11/2018;FTSE Italia AllShare PR EUR;;-14.79%;-4.77%;1.09%;20.31%;25.04%;25.94%
FOUSA08IE9;26/11/2018;ICE BofA EUR Overnight OR TR EUR;;-0.36%;-0.34%;-0.20%;0.02%;0.02%;0.02%
FOUSA05UOK;26/11/2018;ICE BofA Euro Corporate TR EUR;;-1.77%;1.61%;2.61%;1.98%;2.28%;2.29%
FOUSA08BV1;26/11/2018;ICE BofA Euro Subod Fin TR EUR;;-3.40%;2.95%;4.12%;2.98%;3.24%;3.03%
F000016NOS;26/11/2018;ICE BofA SONIA Overnight Bid TR GBP;;0.42%;0.27%;0.31%;0.02%;0.02%;0.02%
